"Date","Price","Open","High","Low","Vol.","Change %"
"07/18/2022","46,923.20","47,198.01","47,482.75","46,855.21","84.31M","-0.32%"
"07/15/2022","47,075.87","46,819.38","47,121.12","46,691.76","83.24M","0.72%"
"07/14/2022","46,741.31","47,325.54","47,357.11","46,581.32","149.20M","-1.52%"
"07/13/2022","47,461.35","47,448.31","47,706.14","46,882.15","196.28M","-0.40%"
"07/12/2022","47,651.52","47,310.80","47,800.36","47,310.80","159.93M","0.59%"
"07/11/2022","47,369.89","47,541.46","47,572.59","47,182.90","88.22M","-0.45%"
"07/08/2022","47,582.11","47,214.71","47,624.09","46,927.07","120.67M","0.44%"
"07/07/2022","47,374.38","47,828.34","48,056.93","47,311.98","200.40M","-0.73%"
"07/06/2022","47,722.29","47,572.94","47,778.95","47,292.09","139.45M","0.46%"
"07/05/2022","47,503.22","47,987.59","47,987.59","46,940.92","140.76M","-1.11%"
"07/04/2022","48,036.38","47,740.32","48,584.14","47,705.27","39.31M","0.61%"
"07/01/2022","47,743.15","47,543.35","47,910.68","47,135.18","94.92M","0.46%"
"06/30/2022","47,524.45","47,918.63","47,918.63","47,188.28","228.81M","-1.12%"
"06/29/2022","48,061.61","48,446.29","48,532.68","47,916.85","170.56M","-0.77%"
"06/28/2022","48,435.45","48,363.79","48,796.23","48,049.90","181.98M","0.29%"
"06/27/2022","48,294.83","47,781.35","48,390.86","47,696.42","124.21M","1.16%"
"06/24/2022","47,741.50","46,642.41","47,852.91","46,344.94","175.54M","2.32%"
"06/23/2022","46,657.88","47,175.68","47,222.62","46,547.21","157.68M","-1.03%"
"06/22/2022","47,144.36","47,878.14","47,878.14","47,076.27","146.70M","-2.00%"
"06/21/2022","48,104.38","47,761.48","48,321.17","47,732.42","131.26M","0.68%"
"06/20/2022","47,780.72","47,996.72","48,007.22","47,680.15","40.47M","-0.49%"
"06/17/2022","48,016.23","47,682.91","48,156.71","47,488.30","732.17M","0.96%"
"06/16/2022","47,558.51","48,202.45","48,202.45","47,323.36","212.05M","-1.63%"
"06/15/2022","48,344.97","48,388.15","48,610.30","48,137.65","175.22M","0.37%"
"06/14/2022","48,164.47","48,557.47","48,677.11","48,083.16","191.85M","-0.58%"
"06/13/2022","48,445.30","48,408.20","48,717.67","47,775.84","251.39M","-0.05%"
"06/10/2022","48,471.52","49,147.20","49,147.20","48,398.78","137.51M","-1.66%"
"06/09/2022","49,290.22","49,854.73","50,012.62","49,229.81","154.55M","-1.06%"
"06/08/2022","49,819.30","50,088.94","50,192.36","49,629.03","165.13M","-0.64%"
"06/07/2022","50,139.20","49,840.72","50,183.82","49,409.73","138.43M","0.16%"
"06/06/2022","50,060.53","50,723.91","51,029.28","50,014.67","116.11M","-1.24%"
"06/03/2022","50,689.05","50,874.17","50,919.38","50,482.85","154.57M","-0.55%"
"06/02/2022","50,971.38","51,522.18","51,545.52","50,641.78","193.38M","-1.04%"
"06/01/2022","51,506.15","51,739.87","51,820.68","51,309.59","173.88M","-0.48%"
"05/31/2022","51,752.53","52,116.37","52,290.18","51,269.52","1.35B","-0.79%"
"05/30/2022","52,162.08","52,438.79","52,745.98","51,922.47","83.11M","-0.57%"
"05/27/2022","52,463.55","52,154.25","52,617.31","51,871.92","172.81M","0.61%"
"05/26/2022","52,143.00","52,203.69","52,295.32","52,058.32","183.85M","0.82%"
"05/25/2022","51,717.07","51,243.95","52,082.47","51,216.99","281.23M","0.81%"
"05/24/2022","51,304.04","51,149.47","51,374.40","50,866.15","241.74M","-0.14%"
"05/23/2022","51,376.89","51,621.72","51,989.02","51,341.19","139.72M","-0.27%"
"05/20/2022","51,518.30","51,512.45","51,868.44","51,326.93","202.80M","0.45%"
"05/19/2022","51,289.91","50,212.98","51,590.33","50,050.46","238.82M","1.78%"
"05/18/2022","50,394.03","51,390.52","51,390.52","49,990.49","304.80M","-2.08%"
"05/17/2022","51,464.03","50,781.79","51,634.19","50,739.66","204.56M","1.78%"
"05/16/2022","50,563.98","49,604.95","50,823.04","49,472.51","177.68M","1.98%"
"05/13/2022","49,579.90","49,486.11","49,726.52","49,127.29","212.87M","0.55%"
"05/12/2022","49,309.32","49,061.12","49,732.05","48,701.25","249.59M","0.07%"
"05/11/2022","49,276.23","49,087.26","49,618.35","49,005.89","234.79M","0.33%"
"05/10/2022","49,115.86","49,149.19","49,435.54","49,005.01","257.01M","0.12%"
"05/09/2022","49,057.46","49,419.02","49,419.02","48,669.21","161.52M","-0.98%"
"05/06/2022","49,541.81","50,435.61","50,435.61","49,451.28","163.38M","-1.96%"
"05/05/2022","50,529.95","51,264.61","51,264.61","50,357.55","202.48M","-1.76%"
"05/04/2022","51,432.63","51,032.24","51,565.60","50,588.92","149.76M","0.72%"
"05/03/2022","51,066.56","51,896.17","51,896.85","50,954.99","161.14M","-1.58%"
"05/02/2022","51,887.47","51,426.27","51,922.71","51,125.72","128.41M","0.91%"
"04/29/2022","51,417.97","52,502.50","52,809.38","51,315.04","214.87M","-2.27%"
"04/28/2022","52,614.17","52,792.52","52,793.87","51,658.11","231.71M","0.50%"
"04/27/2022","52,351.21","52,627.18","52,807.09","52,212.64","160.23M","-0.31%"
"04/26/2022","52,512.71","52,699.18","52,894.05","52,324.66","185.41M","-0.24%"
"04/25/2022","52,640.83","53,183.12","53,183.12","52,509.45","183.38M","-1.04%"
"04/22/2022","53,191.78","53,258.32","53,641.01","53,027.20","143.32M","-0.14%"
"04/21/2022","53,267.31","53,997.67","54,329.32","53,077.99","154.71M","-1.05%"
"04/20/2022","53,831.04","54,676.06","54,695.19","53,771.49","185.72M","-1.47%"
"04/19/2022","54,633.76","54,219.61","54,718.34","54,175.48","154.40M","0.91%"
"04/18/2022","54,139.69","54,172.62","54,582.79","54,063.78","101.33M","-0.06%"
"04/13/2022","54,172.62","53,976.82","54,414.12","53,697.42","102.40M","0.49%"
"04/12/2022","53,907.25","54,624.30","54,809.11","53,750.83","186.08M","-1.02%"
"04/11/2022","54,463.83","54,678.05","54,678.05","54,279.65","115.52M","-0.41%"
"04/08/2022","54,687.25","55,338.64","55,350.06","54,591.73","117.21M","-1.07%"
"04/07/2022","55,280.59","55,494.70","55,646.29","55,195.51","241.70M","-0.29%"
"04/06/2022","55,438.73","55,562.97","55,851.26","55,323.00","188.73M","-0.20%"
"04/05/2022","55,547.29","56,218.23","56,296.12","55,395.01","179.42M","-1.36%"
"04/04/2022","56,313.21","56,610.03","56,783.68","56,181.34","102.84M","-0.52%"
"04/01/2022","56,609.54","56,530.56","57,064.16","56,274.78","184.37M","0.13%"
"03/31/2022","56,536.68","55,811.40","56,730.53","55,811.40","226.31M","1.29%"
"03/30/2022","55,814.99","56,129.47","56,174.56","55,526.97","214.85M","-0.53%"
"03/29/2022","56,111.21","55,590.47","56,276.39","55,517.32","244.30M","0.77%"
"03/28/2022","55,685.14","55,436.45","55,779.73","55,335.86","122.11M","0.45%"
"03/25/2022","55,436.05","55,833.15","55,850.83","55,004.38","145.21M","-0.71%"
"03/24/2022","55,829.86","55,198.54","55,907.49","54,990.07","163.27M","1.22%"
"03/23/2022","55,154.68","55,634.96","55,712.82","55,026.42","155.68M","-1.02%"
"03/22/2022","55,722.48","55,468.11","55,902.28","55,205.64","244.99M","0.46%"
"03/18/2022","55,467.06","54,413.91","55,788.87","53,815.43","770.89M","2.03%"
"03/17/2022","54,364.51","53,456.48","54,447.04","53,277.42","186.80M","1.78%"
"03/16/2022","53,411.88","52,997.11","53,939.88","52,997.11","239.44M","0.76%"
"03/15/2022","53,010.01","52,735.69","53,121.39","52,437.05","324.40M","0.38%"
"03/14/2022","52,807.62","53,300.70","53,300.70","52,427.58","242.37M","-0.93%"
"03/11/2022","53,300.70","53,514.82","53,806.21","53,181.68","152.58M","-0.16%"
"03/10/2022","53,387.62","53,802.95","54,019.43","53,316.02","189.25M","-0.97%"
"03/09/2022","53,911.76","53,202.30","54,000.03","53,202.30","221.90M","1.17%"
"03/08/2022","53,288.23","52,393.46","53,555.91","52,096.01","266.75M","1.86%"
"03/07/2022","52,312.61","53,354.94","53,354.94","51,884.08","239.26M","-1.89%"
"03/04/2022","53,322.05","53,450.50","53,450.50","52,691.76","226.44M","-0.38%"
"03/03/2022","53,528.01","53,297.79","54,095.65","53,235.57","216.85M","0.43%"
"03/02/2022","53,300.66","53,292.95","53,610.07","53,059.01","198.23M","0.25%"
"03/01/2022","53,168.82","53,403.89","53,855.46","52,880.98","182.51M","-0.43%"
"02/28/2022","53,400.61","52,528.71","53,600.12","51,990.91","951.23M","1.61%"
"02/25/2022","52,555.60","51,488.58","52,600.05","51,439.65","201.52M","2.14%"
"02/24/2022","51,454.05","50,727.93","51,589.97","50,003.09","240.72M","0.18%"
"02/23/2022","51,362.95","52,610.63","52,610.63","51,252.65","259.41M","-2.35%"
"02/22/2022","52,600.45","52,075.83","52,664.38","51,928.28","186.72M","1.11%"
"02/21/2022","52,025.18","52,281.53","52,302.42","51,762.05","39.45M","-0.49%"
"02/18/2022","52,281.53","52,723.49","52,828.52","52,218.31","126.99M","-0.82%"
"02/17/2022","52,712.06","53,613.54","53,680.29","52,606.96","147.05M","-1.80%"
"02/16/2022","53,680.86","53,188.90","53,901.91","53,051.61","171.99M","0.88%"
"02/15/2022","53,210.94","52,430.35","53,520.23","52,410.29","189.08M","1.67%"
"02/14/2022","52,334.73","53,232.26","53,232.26","52,161.67","218.80M","-1.68%"
"02/11/2022","53,229.26","52,512.06","53,630.05","52,468.03","188.38M","1.20%"
"02/10/2022","52,599.58","52,679.94","52,903.15","52,371.93","256.32M","-0.31%"
"02/09/2022","52,761.91","52,470.74","52,816.79","52,314.05","178.16M","0.89%"
"02/08/2022","52,294.58","51,281.26","52,340.03","51,011.87","175.29M","2.03%"
"02/04/2022","51,255.31","51,101.23","51,436.94","50,850.32","122.40M","0.22%"
"02/03/2022","51,145.11","51,846.45","51,885.37","51,099.89","147.09M","-1.71%"
"02/02/2022","52,034.80","51,849.76","52,120.64","51,766.16","9.81M","0.49%"
"02/01/2022","51,782.67","51,511.27","51,856.28","51,290.79","138.33M","0.88%"
"01/31/2022","51,330.85","50,670.28","51,569.26","50,631.62","229.56M","1.32%"
"01/28/2022","50,661.86","50,522.00","50,919.38","50,101.93","214.81M","0.39%"
"01/27/2022","50,466.02","51,208.23","51,282.03","50,408.58","203.84M","-1.12%"
"01/26/2022","51,037.05","51,314.27","51,507.88","50,871.68","199.20M","-0.13%"
"01/25/2022","51,104.39","50,792.00","51,285.48","50,006.65","220.72M","0.42%"
"01/24/2022","50,890.59","51,578.42","51,578.42","49,673.64","212.71M","-1.37%"
"01/21/2022","51,599.38","52,432.07","52,432.07","51,386.68","192.93M","-1.73%"
"01/20/2022","52,508.35","52,826.23","53,017.39","52,424.70","144.88M","-0.60%"
"01/19/2022","52,823.23","53,239.99","53,402.44","52,679.18","159.27M","-0.77%"
"01/18/2022","53,232.20","53,985.46","53,987.63","53,187.46","141.86M","-1.37%"
"01/17/2022","53,973.27","53,742.37","54,219.14","53,742.37","34.73M","0.42%"
"01/14/2022","53,744.92","53,824.77","53,861.71","53,476.91","135.84M","-0.34%"
"01/13/2022","53,930.45","53,981.55","54,102.49","53,793.75","172.80M","-0.04%"
"01/12/2022","53,951.14","53,068.12","53,991.33","53,068.12","161.61M","1.68%"
"01/11/2022","53,061.92","52,841.05","53,121.47","52,740.35","167.68M","0.43%"
"01/10/2022","52,835.76","53,202.84","53,301.94","52,809.11","116.97M","-0.69%"
"01/07/2022","53,202.11","53,020.13","53,244.91","52,896.25","104.19M","0.28%"
"01/06/2022","53,055.31","52,964.67","53,145.81","52,768.81","145.92M","0.06%"
"01/05/2022","53,024.15","52,927.53","53,253.07","52,909.79","110.51M","0.01%"
"01/04/2022","53,016.78","53,073.08","53,334.00","52,888.73","105.05M","0.14%"
"01/03/2022","52,941.01","53,278.11","53,603.83","52,901.71","56.60M","-0.62%"
"12/31/2021","53,272.44","53,099.77","53,387.22","53,011.07","48.62M","0.18%"
"12/30/2021","53,175.25","52,809.78","53,253.62","52,752.73","83.76M","0.81%"
"12/29/2021","52,748.93","53,223.76","53,500.32","52,668.34","57.32M","-0.92%"
"12/28/2021","53,238.48","53,201.69","53,630.53","53,106.40","84.10M","-0.04%"
"12/27/2021","53,259.56","52,853.66","53,309.51","52,558.85","60.92M","0.77%"
"12/24/2021","52,853.38","52,615.28","52,901.72","52,548.59","5.24M","0.38%"
"12/23/2021","52,650.91","52,413.56","52,872.74","52,355.35","96.50M","0.47%"
"12/22/2021","52,403.05","52,146.01","52,450.85","51,956.99","113.83M","0.61%"
"12/21/2021","52,085.28","51,916.02","52,188.41","51,593.92","144.35M","0.89%"
"12/20/2021","51,623.86","52,333.26","52,333.26","51,319.55","121.90M","-1.44%"
"12/17/2021","52,379.37","51,296.06","52,477.83","51,227.20","510.55M","1.94%"
"12/16/2021","51,384.06","51,264.56","51,899.87","51,147.28","142.78M","0.43%"
"12/15/2021","51,163.66","51,141.39","51,291.03","50,728.99","182.08M","-0.15%"
"12/14/2021","51,241.47","50,401.22","51,481.70","50,291.02","238.02M","1.63%"
"12/13/2021","50,419.17","51,214.61","51,218.97","50,327.08","246.01M","-1.55%"
"12/10/2021","51,213.48","51,194.23","51,240.19","50,935.65","121.60M","-0.05%"
"12/09/2021","51,238.02","51,060.82","51,305.44","50,785.20","147.69M","0.36%"
"12/08/2021","51,056.27","50,929.26","51,121.00","50,722.39","143.87M","0.27%"
"12/07/2021","50,918.28","50,690.15","51,009.75","50,501.19","181.68M","0.62%"
"12/06/2021","50,605.56","50,590.86","50,842.35","50,445.25","125.37M","0.02%"
"12/03/2021","50,597.29","50,870.66","51,413.06","50,528.90","181.64M","-0.65%"
"12/02/2021","50,927.38","50,032.22","50,956.15","49,900.80","159.03M","1.84%"
"12/01/2021","50,007.16","49,879.76","50,752.12","49,869.01","223.34M","0.62%"
"11/30/2021","49,698.72","49,623.40","49,873.86","49,116.94","840.28M","-0.20%"
"11/29/2021","49,796.30","49,520.30","49,875.69","49,268.77","242.97M","0.61%"
"11/26/2021","49,492.52","50,480.50","50,480.50","49,064.67","170.09M","-2.24%"
"11/25/2021","50,625.00","50,838.21","50,887.88","50,580.49","52.60M","-0.44%"
"11/24/2021","50,848.03","51,157.06","51,236.58","50,639.43","181.05M","-0.52%"
"11/23/2021","51,116.32","50,447.83","51,182.78","50,437.77","150.73M","1.23%"
"11/22/2021","50,497.08","50,864.01","50,945.89","50,407.28","136.10M","-0.62%"
"11/19/2021","50,811.30","50,724.29","50,891.39","50,535.11","143.94M","-0.04%"
"11/18/2021","50,831.95","51,134.91","51,243.97","50,552.45","162.72M","-0.42%"
"11/17/2021","51,045.10","51,197.98","51,210.84","50,678.34","134.53M","-0.23%"
"11/16/2021","51,161.50","51,422.13","51,585.64","51,000.91","211.55M","-0.53%"
"11/12/2021","51,432.54","51,739.88","51,937.37","51,350.36","184.08M","-0.53%"
"11/11/2021","51,707.01","51,767.80","51,815.51","51,514.88","134.93M","0.01%"
"11/10/2021","51,704.40","52,153.94","52,171.25","51,590.52","127.67M","-0.79%"
"11/09/2021","52,114.12","52,250.49","52,340.00","51,778.03","183.57M","-0.26%"
"11/08/2021","52,251.49","52,000.21","52,577.33","51,979.51","201.34M","0.53%"
"11/05/2021","51,977.96","51,907.27","52,220.40","51,779.24","197.70M","0.20%"
"11/04/2021","51,873.46","51,838.63","51,967.41","51,338.69","182.21M","-0.01%"
"11/03/2021","51,876.81","51,648.84","51,965.52","51,503.13","203.22M","0.43%"
"11/01/2021","51,653.26","51,353.61","51,880.02","51,353.61","91.19M","0.67%"
"10/29/2021","51,309.84","51,193.84","51,503.58","50,997.11","145.76M","0.12%"
"10/28/2021","51,248.84","51,762.00","51,767.42","51,200.40","151.38M","-0.90%"
"10/27/2021","51,714.60","52,189.61","52,194.23","51,648.86","118.29M","-0.94%"
"10/26/2021","52,206.59","52,051.63","52,244.72","51,885.63","138.94M","0.72%"
"10/25/2021","51,833.80","51,892.32","52,144.97","51,655.96","123.95M","-0.11%"
"10/22/2021","51,889.66","51,970.58","52,250.55","51,737.39","142.81M","-0.25%"
"10/21/2021","52,020.05","52,236.10","52,252.39","51,521.94","170.06M","-0.53%"
"10/20/2021","52,298.20","52,336.63","52,688.22","52,234.78","130.92M","-0.20%"
"10/19/2021","52,402.73","52,672.46","52,733.61","52,242.73","127.37M","-0.54%"
"10/18/2021","52,686.03","52,834.71","52,942.26","52,538.12","127.99M","-0.21%"
"10/15/2021","52,798.38","52,240.94","52,849.88","52,240.94","172.59M","1.26%"
"10/14/2021","52,140.24","51,929.75","52,302.08","51,929.75","169.51M","0.63%"
"10/13/2021","51,812.87","51,917.71","51,991.07","51,518.21","179.80M","-0.04%"
"10/12/2021","51,835.88","51,755.23","52,068.86","51,690.48","124.40M","0.37%"
"10/11/2021","51,646.75","51,134.60","51,801.47","51,134.60","98.69M","1.00%"
"10/08/2021","51,136.62","50,899.34","51,398.45","50,852.65","124.82M","0.51%"
"10/07/2021","50,876.98","51,085.86","51,453.54","50,838.97","217.62M","-0.19%"
"10/06/2021","50,974.49","50,994.42","51,020.01","50,558.16","152.50M","-0.16%"
"10/05/2021","51,056.94","50,904.96","51,078.85","50,810.83","144.50M","0.38%"
"10/04/2021","50,862.94","51,066.24","51,401.89","50,757.86","95.82M","-0.39%"
"10/01/2021","51,060.05","51,376.69","51,387.25","50,850.65","128.08M","-0.63%"
"09/30/2021","51,385.55","51,189.91","51,409.39","50,963.83","196.39M","0.59%"
"09/29/2021","51,084.61","50,994.36","51,287.88","50,782.30","199.58M","0.31%"
"09/28/2021","50,925.52","51,609.54","51,616.93","50,877.22","169.42M","-1.30%"
"09/27/2021","51,598.53","51,124.42","51,690.95","51,047.94","132.82M","0.96%"
