,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
20160310,   0.38,  -0.47,  -0.09,  -0.08,  -0.29,  -0.34,   0.00,  -0.30,  -0.04,  -0.01
20160311,   0.67,   1.93,   1.41,   2.19,   1.75,   0.97,   1.27,   2.01,   0.56,   2.32
20160314,  -0.24,   0.52,  -0.20,  -0.65,  -0.01,   0.04,   0.25,  -0.31,   0.04,  -0.29
20160315,  -0.11,  -0.20,  -0.35,   0.03,   0.03,  -0.20,  -0.18,  -1.80,  -0.05,  -0.38
20160316,   0.28,   1.92,   1.06,   1.73,   1.10,   1.13,   0.32,  -0.29,   1.36,   0.09
20160317,   0.94,   1.06,   1.88,   1.52,   0.46,   0.81,  -0.25,  -0.86,   1.07,   1.24
20160318,  -0.34,   0.75,   0.44,   0.27,   0.45,  -0.65,   0.32,   1.53,  -0.57,   1.17
20160321,  -0.09,   0.19,   0.27,  -0.51,   0.25,  -0.01,   0.01,   0.72,  -0.37,  -0.06
20160322,  -0.80,  -0.53,  -0.22,  -0.17,   0.11,  -0.27,  -0.13,   1.31,  -0.16,  -0.31
20160323,  -0.10,  -2.24,  -0.97,  -2.34,  -0.86,  -0.95,  -0.27,  -1.25,   0.10,  -0.80
20160324,  -0.11,  -0.18,  -0.16,   0.68,   0.10,   0.58,   0.30,   0.01,   0.36,  -0.44
20160328,   0.63,   0.42,   0.15,  -0.43,  -0.25,   0.47,   0.32,  -0.31,  -0.36,   0.15
20160329,   1.03,   1.19,   0.79,   0.47,   1.65,   1.00,   1.01,   1.46,   1.48,   0.56
20160330,   0.48,   0.12,   0.31,   0.07,   0.59,   0.14,   0.73,  -0.12,  -0.13,   0.62
20160331,  -0.44,   0.92,  -0.45,  -0.08,  -0.06,   0.09,  -0.28,   0.33,   0.51,  -0.26
20160401,   1.19,  -0.84,   0.63,  -1.24,   0.71,   0.46,   0.78,   1.59,   0.15,   0.55
20160404,  -0.35,  -1.23,  -0.86,  -0.74,  -0.40,   0.05,  -0.58,   0.91,  -0.44,  -0.72
20160405,  -0.75,  -0.32,  -0.49,  -0.72,  -1.04,  -0.87,  -0.95,  -0.16,  -1.88,  -1.33
20160406,   0.88,   1.23,   0.71,   2.27,   1.16,   0.72,   1.01,   3.06,   0.26,   0.57
20160407,  -0.63,  -2.04,  -0.75,  -0.54,  -1.48,  -1.48,  -1.35,  -0.99,   0.02,  -1.73
20160408,   0.52,   0.08,   0.49,   2.11,   0.04,   0.22,  -0.12,  -0.41,   0.74,   0.41
20160411,  -0.69,   0.39,  -0.10,  -0.40,  -0.33,  -0.50,  -0.51,  -0.74,  -0.32,   0.19
20160412,   0.69,   0.61,   0.91,   2.92,   0.57,   0.78,   0.76,   1.01,   1.23,   1.22
20160413,  -0.66,   2.84,   1.22,   0.21,   1.58,   0.44,   1.00,   1.18,  -0.55,   2.30
20160414,  -0.64,  -0.06,  -0.05,   0.52,  -0.12,  -0.21,   0.01,   0.31,  -0.27,   0.28
20160415,   0.59,  -0.25,   0.30,  -1.21,  -0.34,   0.23,   0.56,  -0.07,   0.43,  -0.24
20160418,   0.43,   1.07,   0.43,   1.66,   0.44,   0.83,   0.70,   0.90,   0.44,   0.56
20160419,   0.17,   0.52,   0.75,   1.71,  -0.69,   0.48,  -0.22,   0.02,   0.61,   0.90
20160420,  -1.26,   0.59,  -0.40,   0.84,   0.26,  -0.32,   0.06,   0.41,  -2.08,   0.91
20160421,  -1.55,  -0.03,  -0.46,  -0.41,   0.04,  -0.95,  -0.79,   0.77,  -2.11,  -0.71
20160422,   0.76,   0.18,   0.45,   1.64,  -1.40,   0.86,  -0.34,   0.27,   0.96,   0.59
20160425,   0.50,  -0.62,  -0.53,  -1.00,  -0.15,   0.48,   0.31,  -0.25,  -0.05,  -0.62
20160426,   0.06,   1.51,   0.59,   1.53,  -0.24,  -0.09,   0.32,  -0.54,   0.44,   0.79
20160427,   0.43,   0.02,   0.77,   1.60,  -0.59,   0.73,   0.02,  -0.17,   1.49,   0.21
20160428,   0.18,  -0.72,  -0.92,  -1.46,  -1.39,  -0.59,  -1.46,  -0.48,  -0.33,  -1.03
20160429,   0.41,  -1.29,  -0.35,  -0.33,  -0.75,  -0.53,   0.24,  -1.67,   0.56,  -0.62
20160502,   0.93,   0.38,   0.51,   0.22,   0.68,   0.94,   1.44,   0.67,   0.54,   0.86
20160503,  -0.60,  -1.55,  -1.08,  -2.52,  -0.87,  -0.99,  -0.68,  -0.68,  -0.21,  -1.38
20160504,  -0.03,  -1.68,  -0.67,  -1.38,  -0.63,  -0.06,  -0.06,  -1.21,   1.05,  -1.11
20160505,  -0.16,  -0.73,  -0.29,   0.94,   0.02,   0.11,  -0.74,   0.46,  -0.06,  -0.29
20160506,   0.58,   0.80,   0.73,  -0.13,   0.68,   0.52,   0.43,  -0.38,  -0.63,   0.44
20160509,   0.46,  -0.62,  -0.72,  -1.19,   0.01,  -0.33,   0.94,   1.19,   0.38,  -0.30
20160510,   1.34,   1.43,   1.48,   1.96,   1.37,   1.37,   0.72,   0.65,   0.32,   1.52
20160511,  -1.00,  -0.95,  -0.63,   0.25,  -0.61,  -1.14,  -1.91,  -1.28,   0.26,  -1.01
20160512,   0.79,  -0.17,   0.19,   0.37,  -0.41,  -0.19,   0.22,  -0.65,   0.44,  -0.34
20160513,  -0.96,  -1.23,  -1.26,  -1.29,  -0.26,  -0.77,  -1.31,  -0.05,  -0.32,  -1.15
20160516,   0.38,   0.72,   1.10,   1.59,   1.35,  -0.06,   1.00,   1.53,   0.42,   0.77
20160517,  -1.70,  -0.81,  -0.82,   0.24,  -1.02,  -0.72,  -1.55,  -1.29,  -1.26,  -0.53
20160518,  -0.98,   0.11,  -0.84,  -0.70,   0.48,  -0.96,  -0.65,   0.38,  -1.92,   1.49
20160519,   0.32,  -0.89,  -0.40,  -0.03,  -0.61,  -0.50,   1.00,  -0.89,   0.94,  -0.84
20160520,  -0.24,   1.10,   0.54,   0.35,   1.20,   1.03,   0.39,   1.08,   0.44,   0.83
20160523,   0.27,  -0.49,   0.20,  -0.20,  -0.11,  -0.50,  -0.59,  -0.15,  -0.91,  -0.22
20160524,   1.11,   1.85,   1.20,   0.52,   2.02,   0.88,   1.09,   1.68,   1.06,   1.56
20160525,   0.12,   1.32,   0.74,   1.46,   0.73,   0.44,   0.48,   0.67,  -0.05,   0.96
20160526,   0.33,  -0.25,  -0.30,  -0.46,   0.24,   0.26,   0.54,  -0.21,   0.93,  -0.51
20160527,   0.25,   0.34,   0.32,   0.09,   0.55,   0.77,   0.26,   0.55,   0.26,   0.71
20160531,  -0.41,   0.21,  -0.46,  -0.56,   0.21,   0.28,   0.10,   0.40,   0.61,  -0.17
20160601,   0.57,  -1.28,   0.42,   0.36,  -0.06,  -0.22,   0.17,   0.23,   0.45,   0.29
20160602,   0.18,   0.66,   0.40,  -0.37,  -0.02,   0.53,   0.73,   1.27,   0.03,   0.28
20160603,   0.67,  -1.28,   0.13,  -0.46,  -0.43,  -0.06,  -0.36,  -0.61,   1.45,  -1.06
20160606,  -0.06,   0.95,   1.08,   1.76,   0.46,  -0.01,   0.04,   0.68,   0.15,   0.83
20160607,   0.00,   1.54,   0.21,   2.35,   0.15,   0.47,   0.19,  -0.88,   0.01,  -0.15
20160608,   0.65,   0.42,   0.57,  -0.21,   0.35,  -0.08,   0.37,   0.28,   0.45,   0.49
20160609,   0.54,  -1.07,  -0.20,  -0.59,  -0.10,  -0.10,  -0.27,  -0.47,   0.89,  -0.69
20160610,  -0.37,  -1.97,  -0.82,  -2.15,  -1.15,  -0.42,  -0.65,  -0.95,  -0.71,  -1.37
20160613,  -1.04,  -0.89,  -1.12,  -0.25,  -0.85,  -0.39,  -0.64,  -0.91,  -0.23,  -1.05
20160614,  -0.01,  -0.83,  -0.09,   0.00,   0.11,   0.45,  -0.11,   0.13,   0.48,  -1.01
20160615,   0.09,   0.69,  -0.09,  -0.32,  -0.19,  -0.07,   0.00,  -0.47,  -0.51,   0.04
20160616,   0.69,   0.24,   0.22,  -0.41,   0.18,   0.75,   0.20,   0.27,   0.60,   0.17
20160617,  -0.28,   0.46,   0.19,   0.81,  -0.82,  -0.08,  -0.30,  -1.41,   0.46,  -0.06
20160620,   0.57,   1.55,   0.89,   0.97,   0.69,   0.52,   0.53,   0.80,  -0.25,   0.83
20160621,   0.42,  -0.81,  -0.23,   1.06,   0.54,   0.09,   0.05,  -0.39,   0.38,   0.23
20160622,  -0.33,  -1.08,  -0.01,  -0.60,  -0.39,   0.18,  -0.11,   0.49,  -0.60,  -0.26
20160623,   0.79,   1.61,   1.34,   1.66,   1.56,   1.02,   1.02,   1.35,   0.59,   2.01
20160624,  -2.52,  -5.84,  -4.18,  -3.62,  -4.23,  -2.62,  -2.00,  -2.99,  -0.35,  -5.20
20160627,  -0.52,  -3.37,  -2.60,  -2.83,  -2.48,  -0.38,  -1.46,  -1.47,   0.72,  -3.15
20160628,   0.67,   1.79,   1.42,   2.90,   1.89,   1.08,   1.36,   2.16,   0.67,   2.21
20160629,   1.26,   1.86,   1.73,   2.08,   1.72,   1.45,   1.53,   1.95,   0.51,   2.36
20160630,   2.77,   1.02,   1.83,   0.63,   1.45,   1.47,   0.67,   0.95,   2.03,   1.45
20160701,  -0.30,   1.59,   0.32,   0.58,   0.19,   0.59,   0.46,   0.91,  -0.08,  -0.17
20160705,   0.12,  -2.66,  -1.30,  -2.00,  -0.74,  -0.42,  -0.28,  -0.20,   0.29,  -1.54
20160706,   0.26,   0.77,   0.26,   0.61,   0.66,   0.53,   0.89,   1.31,   0.26,   0.50
20160707,   0.12,   0.84,   0.20,  -1.30,   0.24,   0.01,  -0.04,   0.17,  -1.60,   0.27
20160708,   1.10,   2.47,   2.05,   1.34,   1.75,   1.41,   1.45,   1.13,   0.99,   1.87
20160711,   0.02,   1.52,   0.62,   0.13,   0.60,   0.31,   0.53,  -0.03,   0.10,   0.58
20160712,  -0.33,   1.31,   1.06,   2.45,   0.95,  -0.13,  -0.02,   0.43,  -0.65,   1.34
20160713,   0.32,  -0.41,   0.16,  -0.89,  -0.16,   0.23,  -0.24,  -0.48,   0.62,   0.18
20160714,   0.03,   0.44,   0.45,   0.24,   0.68,   0.33,   0.45,   0.30,  -0.28,   0.92
20160715,   0.11,  -0.05,   0.28,  -0.11,  -0.14,  -0.18,  -0.45,   0.16,   0.29,  -0.07
20160718,  -0.10,   0.81,   0.01,  -0.19,   0.64,  -0.13,   0.40,   0.00,   0.39,   0.28
20160719,  -0.22,  -0.11,  -0.19,  -0.72,  -0.17,  -0.35,  -0.02,  -0.26,  -0.11,  -0.22
20160720,  -0.21,   1.24,   0.33,  -0.26,   1.31,  -0.17,   0.45,   1.00,  -0.34,   0.23
20160721,  -0.35,   0.25,  -0.63,  -0.82,  -0.58,  -0.14,  -0.40,   0.39,   0.02,  -0.51
20160722,   0.46,   0.10,   0.28,   0.13,   0.46,   0.93,   0.46,   0.10,   1.19,   0.66
20160725,   0.03,   0.43,  -0.28,  -2.17,  -0.04,  -0.09,   0.00,   0.07,  -0.41,  -0.47
20160726,  -1.00,   1.30,   0.73,   0.65,   0.43,  -0.68,  -0.15,  -0.20,  -0.72,   0.39
20160727,  -1.49,   0.04,  -0.13,  -1.10,   0.63,   0.22,  -0.61,   0.62,  -1.19,  -0.24
20160728,   0.70,  -2.15,  -0.20,  -0.07,   0.41,  -0.33,   0.48,   0.01,   0.34,   0.23
20160729,   0.68,   0.87,   0.03,   0.84,   0.27,   0.32,   0.10,   0.58,   0.71,  -0.50
20160801,  -0.26,  -0.87,  -0.05,  -3.46,   0.38,  -0.42,   0.18,   0.82,  -0.51,  -0.35
20160802,  -0.70,  -2.37,  -0.56,   0.84,  -0.97,  -0.80,  -0.96,  -0.48,  -0.28,  -0.79
20160803,  -0.48,   0.73,   0.28,   1.96,   0.43,   0.50,   0.13,  -0.15,  -0.07,   0.98
20160804,   0.16,   0.64,   0.22,  -0.09,   0.43,  -0.29,  -0.06,  -0.28,  -0.07,  -0.10
20160805,   0.64,   0.96,   0.71,   0.91,   1.14,   0.14,   0.73,   0.26,  -0.98,   1.85
20160808,  -0.13,   0.09,   0.20,   1.29,  -0.02,  -0.25,  -0.17,  -0.98,   0.08,  -0.01
20160809,   0.10,   0.43,  -0.04,  -0.47,   0.20,   0.55,  -0.19,   0.16,  -0.25,   0.02
20160810,   0.31,  -0.20,  -0.08,  -1.17,  -0.29,   0.27,   0.25,  -0.72,  -0.05,  -0.59
20160811,   0.16,   0.54,   0.61,   1.41,   0.39,   0.46,   0.75,   0.69,   0.48,   0.43
20160812,   0.23,  -0.20,  -0.42,   0.73,  -0.05,  -0.34,   0.25,  -0.15,   0.16,  -0.24
20160815,  -0.06,   0.91,   0.81,   0.72,   0.51,   0.03,   0.08,   0.26,  -1.10,   0.64
20160816,  -0.43,  -0.61,  -0.65,   0.16,  -0.54,  -1.19,  -0.65,  -1.13,  -0.97,  -0.26
20160817,   0.29,   0.06,   0.13,   0.35,  -0.11,   0.20,  -0.44,   0.12,   1.14,   0.29
20160818,   0.21,   0.07,   0.46,   1.60,   0.18,  -0.55,   0.36,   0.12,   1.68,   0.19
20160819,   0.07,   0.34,   0.37,  -0.75,   0.16,  -0.73,  -0.27,  -0.13,  -1.16,  -0.05
20160822,   0.04,  -0.06,  -0.12,  -0.89,  -0.08,  -0.07,   0.13,   0.47,   0.05,   0.01
20160823,   0.06,   0.64,   0.53,   0.52,   0.39,  -0.09,   0.19,   0.20,  -0.15,   0.23
20160824,  -0.30,  -0.84,  -0.53,  -0.27,  -0.57,  -0.23,  -0.37,  -1.73,  -0.21,  -0.35
20160825,  -0.18,   0.09,   0.26,  -0.24,   0.17,   0.08,  -0.85,  -0.46,  -0.04,   0.07
20160826,  -0.48,  -0.30,  -0.41,  -0.25,   0.09,  -0.67,  -0.25,   0.44,  -1.68,   0.05
20160829,   0.58,   0.34,   0.65,   0.69,   0.34,   0.53,   0.41,   0.28,   0.81,   0.72
20160830,  -0.56,  -0.09,  -0.38,  -0.38,  -0.24,  -0.19,  -0.52,  -0.41,  -0.83,   0.65
20160831,   0.15,  -0.04,  -0.59,  -1.45,  -0.17,  -0.14,  -0.12,  -0.36,   0.18,  -0.09
20160901,  -0.17,  -0.92,   0.34,  -0.27,   0.36,   0.46,   0.09,  -0.12,  -0.36,  -0.20
20160902,   0.65,   0.45,   0.56,   1.06,   0.46,   0.57,   0.41,   0.13,   1.27,   0.51
20160906,   0.12,   0.43,  -0.11,   1.30,   0.42,   0.24,   0.24,   0.68,   1.50,  -0.31
20160907,  -0.51,   0.32,  -0.20,   0.30,   0.14,   0.38,  -0.27,   0.22,   0.37,   0.28
20160908,  -0.62,  -0.77,  -0.43,   1.69,  -0.78,  -0.13,  -0.70,   0.22,   0.63,   0.09
20160909,  -3.20,  -3.13,  -2.78,  -2.92,  -2.40,  -2.85,  -2.31,  -2.26,  -3.56,  -1.89
20160912,   2.01,   1.95,   1.30,   0.74,   1.57,   1.85,   1.21,   1.71,   1.53,   1.24
20160913,  -1.34,  -1.58,  -1.56,  -3.06,  -0.79,  -1.81,  -1.34,  -1.53,  -1.67,  -1.66
20160914,  -0.24,  -0.45,  -0.22,  -1.33,   0.56,   0.05,  -0.29,   0.24,   0.26,  -0.39
20160915,   0.60,   1.06,   0.97,   1.22,   1.66,   0.96,   0.89,   1.16,   0.69,   0.82
20160916,  -0.47,  -0.18,  -0.55,  -0.86,  -0.37,  -0.44,  -0.09,   0.13,   0.70,  -0.65
20160919,  -0.05,   0.72,   0.48,  -0.13,  -0.16,  -0.27,  -0.22,  -0.31,   1.07,   0.29
20160920,   0.08,  -0.59,  -0.15,  -0.95,  -0.02,  -0.36,  -0.04,   0.72,  -0.15,   0.06
20160921,   0.94,   1.32,   1.07,   2.28,   1.18,   1.21,   0.85,   0.92,   2.12,   0.87
20160922,   0.82,   1.07,   0.88,   0.30,   0.69,   1.12,   0.88,   0.71,   0.53,   0.52
20160923,  -0.49,  -0.53,  -0.79,  -1.44,  -0.79,   0.04,  -0.12,  -0.47,  -0.41,  -0.60
20160926,  -1.11,  -0.92,  -0.38,  -0.37,  -0.67,  -0.86,  -0.99,  -1.21,  -0.27,  -1.24
20160927,   0.53,   0.01,   0.55,  -0.66,   1.09,   0.65,   0.82,   0.84,  -1.06,   0.78
20160928,   0.07,   0.38,   0.93,   4.68,   0.37,   0.07,  -0.01,  -0.18,   0.38,   0.55
20160929,  -0.71,  -1.42,  -0.88,   0.17,  -0.76,  -0.43,  -0.74,  -2.06,  -1.27,  -1.23
20160930,   0.70,   1.26,   1.04,   1.31,   0.61,   0.15,   1.14,   1.15,  -0.32,   1.14
20161003,  -0.19,   0.43,  -0.32,  -0.09,  -0.27,   0.07,  -0.44,  -0.04,  -1.09,  -0.29
20161004,  -0.95,  -0.21,  -0.92,  -0.91,  -0.18,  -0.72,  -0.39,  -0.22,  -2.19,  -0.01
20161005,  -0.20,   0.90,   0.74,   1.58,   0.44,  -0.33,   0.25,   0.55,  -0.11,   1.10
20161006,   0.21,  -0.65,   0.34,   0.10,   0.08,  -0.20,  -0.05,  -0.75,  -0.09,  -0.07
20161007,  -0.34,  -1.05,  -0.95,  -0.52,  -0.40,  -0.50,  -0.31,   0.09,  -0.32,  -0.27
20161010,   0.51,   0.01,   0.02,   1.76,   0.60,   0.54,   0.07,   0.48,   0.85,   0.54
20161011,  -0.79,  -1.21,  -1.25,  -1.14,  -1.47,  -0.83,  -1.04,  -2.36,  -1.34,  -1.07
20161012,   0.47,   0.09,   0.14,  -0.47,   0.00,   0.28,   0.56,  -0.67,   0.79,   0.05
20161013,  -0.07,  -0.85,  -0.46,  -0.67,  -0.62,  -0.14,  -0.19,   0.15,   0.96,  -0.84
20161014,   0.01,   0.08,   0.17,  -0.44,   0.34,   0.13,  -0.19,  -0.94,  -0.57,   0.33
20161017,  -0.19,  -0.50,  -0.16,  -0.42,  -0.23,  -0.09,  -0.88,  -0.16,   0.28,  -0.31
20161018,   0.53,   0.34,   0.35,   0.32,   0.67,   0.27,   0.24,   0.59,   0.71,   0.96
20161019,  -0.39,   1.08,   0.27,   1.22,   0.05,   0.32,   0.14,  -0.67,   0.11,   0.78
20161020,  -0.29,  -0.73,  -0.34,  -0.11,  -0.21,  -0.72,  -0.08,   0.53,  -0.02,  -0.19
20161021,   0.92,   0.11,  -0.11,  -0.44,   0.49,  -0.32,   0.34,  -1.02,  -0.50,  -0.01
20161024,   0.84,   1.31,   0.28,  -0.31,   1.14,   0.25,   0.99,  -0.19,   0.33,   0.37
20161025,  -0.43,  -2.29,  -0.19,  -0.65,  -0.47,  -0.72,  -0.92,  -0.21,   0.16,  -0.37
20161026,  -0.23,   0.18,   0.28,   0.19,  -0.53,  -0.48,  -0.43,  -0.90,   0.24,   0.08
20161027,  -0.64,  -0.81,  -0.56,  -0.18,  -0.60,   0.12,  -0.64,   0.27,  -0.40,  -0.07
20161028,   0.91,  -0.03,   0.14,  -0.47,   0.00,  -0.03,  -1.50,  -1.59,   0.05,  -0.10
20161031,   0.18,   0.25,  -0.06,  -1.28,   0.01,  -0.01,   0.47,  -0.70,   1.57,   0.18
20161101,  -0.54,  -1.25,  -0.79,   0.20,  -0.77,  -0.82,  -0.91,  -0.25,  -1.69,  -0.63
20161102,  -0.36,  -0.84,  -0.49,  -1.07,  -0.90,  -0.97,  -0.06,  -0.92,  -1.40,  -0.72
20161103,  -0.70,  -0.33,  -0.29,   0.34,  -0.75,   0.38,  -0.90,  -1.14,   0.38,   0.01
20161104,  -0.76,   0.66,  -0.11,  -0.54,  -0.31,  -0.21,  -0.27,   0.94,  -0.33,  -0.03
20161107,   1.83,   2.05,   1.98,   2.09,   2.34,   1.46,   2.22,   2.48,   1.99,   2.54
20161108,   1.20,   0.01,   0.59,   0.16,   0.59,   0.67,  -0.41,   0.31,   0.79,   0.28
20161109,  -1.84,   0.43,   1.74,   1.94,   0.14,   1.23,   1.47,   4.30,  -2.38,   2.98
20161110,  -2.92,   2.65,   0.76,   0.25,  -1.28,  -0.64,   0.45,   1.12,  -1.91,   2.61
20161111,  -0.13,   1.49,   0.43,  -1.50,   0.60,   0.88,   0.27,  -1.13,  -0.57,   0.57
20161114,  -0.29,  -0.07,   0.36,   0.44,  -1.24,   0.11,   0.31,  -0.16,   0.06,   1.61
20161115,   0.70,   0.50,   0.40,   2.66,   1.23,   0.91,   0.49,   0.32,   1.92,   0.35
20161116,   0.30,  -0.16,  -0.33,  -0.66,   0.74,   0.74,   0.30,  -0.74,  -0.73,  -0.78
20161117,   0.28,   0.36,   0.11,  -0.62,   0.65,   0.68,   0.59,   0.63,  -0.01,   1.02
20161118,  -0.38,  -0.63,  -0.22,   0.57,  -0.27,  -0.09,  -0.20,  -0.81,  -0.03,   0.09
20161121,   0.71,   0.44,   0.71,   2.34,   0.89,   0.23,   0.82,   0.31,   1.40,   0.53
20161122,   0.82,   1.53,   0.68,   0.04,   0.12,   1.42,   1.16,  -1.56,   0.30,   0.34
20161123,  -0.79,   0.44,   0.56,   0.53,  -0.30,   0.37,   0.30,   0.25,  -0.80,   0.53
20161125,   0.74,   0.88,   0.51,  -0.48,   0.34,   0.79,   0.18,   0.65,   1.09,   0.31
20161128,   0.07,  -1.11,  -0.64,  -1.63,  -0.14,  -0.06,  -0.68,  -1.15,   1.25,  -1.18
20161129,   0.07,   0.03,   0.11,  -1.28,   0.11,   0.75,  -0.05,   0.43,   0.17,   0.25
20161130,  -1.86,   0.24,   0.10,   5.70,  -1.04,  -1.43,  -0.71,  -1.35,  -2.01,   0.51
20161201,  -0.89,   1.99,   0.02,   0.40,  -2.16,   0.17,  -0.01,  -1.22,  -0.98,   1.05
20161202,   0.62,  -1.07,   0.04,   0.05,   0.30,  -0.83,   0.03,   0.52,   0.75,  -0.50
20161205,   0.42,   1.48,   0.69,   0.80,   0.99,   0.50,   0.74,   0.28,   0.41,   0.86
20161206,   0.26,   0.52,   0.22,   0.03,   0.39,   1.02,   0.33,   0.52,  -0.25,   0.82
20161207,   1.68,   3.09,   1.52,   0.62,   1.56,   2.14,   1.34,  -1.22,   1.26,   1.60
20161208,  -0.09,   0.15,  -0.01,   0.64,   0.46,   0.25,  -0.07,   0.40,   0.33,   0.66
20161209,   1.21,   0.83,   0.28,   0.39,   0.55,  -0.01,   0.32,   1.14,   0.63,   0.17
20161212,   0.21,  -0.92,  -0.35,   0.66,  -0.45,  -0.54,  -0.31,   0.61,   0.65,  -0.84
20161213,   0.42,   0.47,  -0.13,   1.27,   1.10,   0.96,   0.73,   0.59,   0.97,   0.21
20161214,  -1.11,  -1.88,  -1.04,  -2.31,  -0.38,  -0.11,  -0.96,  -0.25,  -2.14,  -0.72
20161215,   0.38,   0.19,   0.39,   0.45,   0.32,   0.45,  -0.14,   0.87,   0.67,   0.70
20161216,   0.40,   0.35,  -0.32,   0.44,  -0.68,   0.06,  -0.16,  -0.01,   1.24,  -0.53
20161219,   0.03,   0.20,   0.35,  -0.37,   0.53,   0.91,   0.33,  -0.42,   0.24,   0.14
20161220,  -0.11,   0.94,   0.37,  -0.21,   0.33,   0.47,   0.62,   0.06,  -0.05,   0.95
20161221,   0.23,  -0.29,  -0.14,  -0.03,  -0.20,  -0.10,  -0.33,  -0.80,  -0.11,  -0.28
20161222,  -0.04,  -1.21,  -0.24,   0.58,  -0.44,   0.45,  -1.46,   0.02,   0.24,  -0.30
20161223,   0.09,   0.55,   0.14,  -0.20,   0.16,  -0.05,  -0.16,   0.99,   0.17,   0.23
20161227,   0.15,   0.47,   0.26,   0.27,   0.48,   0.20,   0.43,  -0.03,   0.10,   0.21
20161228,  -0.46,  -0.94,  -1.05,  -0.90,  -0.96,  -0.50,  -0.62,  -0.89,  -1.10,  -0.94
20161229,   0.48,  -0.23,   0.05,  -0.28,   0.02,   0.14,  -0.14,   0.09,   1.05,  -0.41
20161230,  -0.45,  -0.63,  -0.51,  -0.30,  -0.90,  -0.76,  -0.88,  -0.47,  -0.45,  -0.11
20170103,   0.51,   1.53,   0.86,   1.15,   0.90,   1.39,   0.28,   1.30,   0.04,   0.78
20170104,   0.23,   2.81,   0.98,  -0.27,   0.60,   0.64,   0.89,   1.09,   0.49,   1.04
20170105,  -0.17,  -1.37,  -0.29,  -0.45,   0.17,  -0.11,  -0.12,   0.41,   0.10,  -0.73
20170106,   0.03,  -0.19,   0.24,  -0.27,   0.88,  -0.50,   0.11,   0.27,   0.27,   0.30
20170109,  -0.50,  -1.22,  -0.60,  -1.69,   0.20,  -0.56,   0.01,   0.77,  -1.35,  -0.74
20170110,  -0.48,   1.65,   0.14,  -0.67,   0.08,   0.23,   0.39,   0.29,  -0.52,   0.45
20170111,   0.09,   0.09,   0.55,   1.14,   0.60,   0.13,   0.13,  -1.26,   0.98,   0.48
20170112,  -0.15,  -0.55,  -0.40,  -0.52,  -0.30,  -0.23,   0.19,   0.04,   0.13,  -0.61
20170113,   0.06,   0.83,   0.31,  -0.22,   0.38,   0.43,  -0.06,   0.33,  -0.06,   0.49
20170117,   1.15,  -0.64,  -0.36,   0.57,  -0.56,   0.21,   0.41,  -0.84,   0.95,  -1.68
20170118,   0.28,   0.17,   0.52,  -0.43,   0.30,  -0.09,  -0.13,   0.08,  -0.18,   0.56
20170119,  -0.29,  -0.08,  -0.23,  -0.75,  -0.27,   0.19,  -0.74,  -0.88,  -0.82,  -0.21
20170120,   0.61,  -0.03,   0.72,   0.65,   0.42,   0.64,  -0.14,  -0.35,   0.22,   0.36
20170123,   0.14,  -0.21,  -0.20,  -0.99,   0.01,   0.23,  -0.16,  -0.56,  -0.58,  -0.53
20170124,   0.75,   1.82,   1.57,   1.05,   0.98,  -0.78,   0.71,  -0.58,   0.43,   1.29
20170125,   0.47,   1.52,   0.80,   0.55,   0.97,  -0.03,   0.36,   0.85,   0.08,   1.35
20170126,  -0.70,  -1.65,   0.00,   0.07,  -0.19,   1.29,  -0.36,  -0.68,   0.06,   0.14
20170127,  -0.33,  -0.61,  -0.17,  -1.09,   0.31,   0.30,  -0.88,   0.94,  -0.33,  -0.34
20170130,  -0.13,  -1.25,  -0.88,  -1.90,  -0.79,  -0.17,   0.05,  -0.62,  -0.29,  -0.77
20170131,   0.13,   0.38,  -0.22,  -0.24,  -0.19,   0.13,   0.10,   1.47,   1.52,  -0.61
20170201,  -0.54,  -0.08,   0.22,  -0.74,   0.62,  -0.09,  -0.45,   0.58,  -1.52,   0.05
20170202,   0.63,  -0.85,  -0.22,   0.60,   0.07,  -1.06,   0.24,   0.34,   1.10,  -0.43
20170203,   0.52,   1.07,   0.61,   0.89,   0.66,   0.33,  -0.13,   0.78,   0.48,   1.64
20170206,  -0.52,   0.29,  -0.20,  -0.89,   0.09,  -0.80,  -0.33,  -0.06,  -0.38,  -0.36
20170207,   0.64,  -1.16,   0.36,  -1.50,   0.36,  -0.09,   0.20,  -0.07,  -0.20,  -0.21
20170208,   0.40,   0.19,   0.09,   0.08,   0.19,   0.17,   0.82,  -0.21,   0.80,  -0.46
20170209,   0.40,   0.82,   0.55,   1.14,   0.54,   0.49,   1.01,   0.56,  -0.47,   1.09
20170210,   0.20,   0.57,   0.71,   0.79,   0.29,   0.22,   0.41,   0.11,   0.64,   0.34
20170213,  -0.06,   1.05,   0.73,   0.03,   0.58,  -0.43,  -0.02,   0.64,   0.40,   0.90
20170214,   0.07,   0.88,  -0.03,   0.33,   0.35,   0.29,   0.70,   0.80,  -0.55,   0.80
20170215,   0.28,   0.01,   0.72,  -0.30,   0.45,   0.40,   0.51,   1.32,  -0.32,   0.69
20170216,  -0.26,  -0.88,  -0.01,  -1.32,   0.12,   0.01,  -0.25,  -0.16,   0.51,  -0.22
